NC_010545.1_220,GCF_000069945.1,WP_041628442_1,68,1-68,68,cog.001184,cls.001468,0
NC_020230.1_224,GCF_000338095.1,WP_041628442_1,68,1-68,68,cog.001184,cls.001468,0
NZ_CP065982.1_1594,GCF_016127095.1,WP_041628442_1,68,1-68,68,cog.001184,cls.001468,0
NZ_CP066064.1_274,GCF_016127975.1,WP_041628442_1,68,1-68,68,cog.001184,cls.001468,0
NZ_CP066289.1_60,GCF_016403265.1,WP_041628442_1,68,1-68,68,cog.001184,cls.001468,0
NZ_CP063191.1_1769,GCF_028609845.1,WP_112768525_1,66,1-66,66,cog.001184,cls.001468,0
NZ_CP136640.1_199,GCF_032918165.1,WP_041628442_1,68,1-68,68,cog.001184,cls.001468,0
NZ_LT906481.1_1620,GCF_900187235.1,WP_041628442_1,68,1-68,68,cog.001184,cls.001468,0
NC_010545.1_1270,GCF_000069945.1,WP_012360542_1,278,1-278,278,cog.001185,cls.001469,0
NC_020230.1_1262,GCF_000338095.1,WP_012360542_1,278,1-278,278,cog.001185,cls.001469,0
NZ_CP065982.1_992,GCF_016127095.1,WP_012360542_1,278,1-278,278,cog.001185,cls.001469,0
NZ_CP066064.1_1190,GCF_016127975.1,WP_012360542_1,278,1-278,278,cog.001185,cls.001469,0
NZ_CP066289.1_966,GCF_016403265.1,WP_012360542_1,278,1-278,278,cog.001185,cls.001469,0
NZ_CP063191.1_703,GCF_028609845.1,WP_273661286_1,306,1-306,306,cog.001185,cls.001469,0
NZ_CP136640.1_1305,GCF_032918165.1,WP_012360542_1,278,1-278,278,cog.001185,cls.001469,0
NZ_LT906481.1_707,GCF_900187235.1,WP_012360542_1,278,1-278,278,cog.001185,cls.001469,0
NC_010545.1_110,GCF_000069945.1,WP_231837699_1,52,1-52,52,cog.001186,cls.001473,0
NC_020230.1_118,GCF_000338095.1,WP_231837699_1,52,1-52,52,cog.001186,cls.001473,0
NZ_CP065982.1_1700,GCF_016127095.1,WP_231837699_1,52,1-52,52,cog.001186,cls.001473,0
NZ_CP066064.1_383,GCF_016127975.1,WP_231837699_1,52,1-52,52,cog.001186,cls.001473,0
NZ_CP066289.1_166,GCF_016403265.1,WP_231837699_1,52,1-52,52,cog.001186,cls.001473,0
NZ_CP063191.1_94,GCF_028609845.1,WP_181645966_1,54,1-54,54,cog.001186,cls.001473,0
NZ_CP136640.1_96,GCF_032918165.1,WP_231837699_1,52,1-52,52,cog.001186,cls.001473,0
NZ_LT906481.1_1511,GCF_900187235.1,WP_231837699_1,52,1-52,52,cog.001186,cls.001473,0
NC_010545.1_1518,GCF_000069945.1,WP_012360796_1,323,1-323,323,cog.001187,cls.001480,0
NC_020230.1_1476,GCF_000338095.1,WP_012360796_1,323,1-323,323,cog.001187,cls.001480,0
NZ_CP065982.1_1210,GCF_016127095.1,WP_012360796_1,323,1-323,323,cog.001187,cls.001480,0
NZ_CP066064.1_943,GCF_016127975.1,WP_012360796_1,323,1-323,323,cog.001187,cls.001480,0
NZ_CP066289.1_713,GCF_016403265.1,WP_012360796_1,323,1-323,323,cog.001187,cls.001480,0
NZ_CP063191.1_397,GCF_028609845.1,WP_238599286_1,325,1-325,325,cog.001187,cls.001480,0
NZ_CP136640.1_1582,GCF_032918165.1,WP_012360796_1,323,1-323,323,cog.001187,cls.001480,0
NZ_LT906481.1_956,GCF_900187235.1,WP_012360796_1,323,1-323,323,cog.001187,cls.001480,0
NC_010545.1_372,GCF_000069945.1,WP_015381272_1,147,1-147,147,cog.001188,cls.001484,0
NC_020230.1_362,GCF_000338095.1,WP_015381272_1,147,1-147,147,cog.001188,cls.001484,0
NZ_CP065982.1_81,GCF_016127095.1,WP_015381272_1,147,1-147,147,cog.001188,cls.001484,0
NZ_CP066064.1_121,GCF_016127975.1,WP_015381272_1,147,1-147,147,cog.001188,cls.001484,0
NZ_CP066289.1_1878,GCF_016403265.1,WP_015381272_1,147,1-147,147,cog.001188,cls.001484,0
NZ_CP063191.1_1661,GCF_028609845.1,WP_112769130_1,147,1-147,147,cog.001188,cls.001484,0
NZ_CP136640.1_336,GCF_032918165.1,WP_015381272_1,147,1-147,147,cog.001188,cls.001484,0
NZ_LT906481.1_1773,GCF_900187235.1,WP_015381272_1,147,1-147,147,cog.001188,cls.001484,0
NC_010545.1_654,GCF_000069945.1,WP_012359913_1,105,1-105,105,cog.001189,cls.001487,0
NC_020230.1_646,GCF_000338095.1,WP_012359913_1,105,1-105,105,cog.001189,cls.001487,0
NZ_CP065982.1_369,GCF_016127095.1,WP_012359913_1,105,1-105,105,cog.001189,cls.001487,0
NZ_CP066064.1_1811,GCF_016127975.1,WP_012359913_1,105,1-105,105,cog.001189,cls.001487,0
NZ_CP066289.1_1591,GCF_016403265.1,WP_012359913_1,105,1-105,105,cog.001189,cls.001487,0
NZ_CP063191.1_1333,GCF_028609845.1,WP_112768693_1,106,1-106,106,cog.001189,cls.001487,0
NZ_CP136640.1_668,GCF_032918165.1,WP_012359913_1,105,1-105,105,cog.001189,cls.001487,0
NZ_LT906481.1_86,GCF_900187235.1,WP_012359913_1,105,1-105,105,cog.001189,cls.001487,0
NC_010545.1_1068,GCF_000069945.1,WP_231837786_1,282,1-282,282,cog.001190,cls.001489,0
NC_020230.1_1056,GCF_000338095.1,WP_231837786_1,282,1-282,282,cog.001190,cls.001489,0
NZ_CP065982.1_784,GCF_016127095.1,WP_231837786_1,282,1-282,282,cog.001190,cls.001489,0
NZ_CP066064.1_1393,GCF_016127975.1,WP_231837786_1,282,1-282,282,cog.001190,cls.001489,0
NZ_CP066289.1_1176,GCF_016403265.1,WP_231837786_1,282,1-282,282,cog.001190,cls.001489,0
NZ_CP063191.1_863,GCF_028609845.1,WP_112769168_1,302,1-302,302,cog.001190,cls.001489,0
NZ_CP136640.1_1081,GCF_032918165.1,WP_231837786_1,282,1-282,282,cog.001190,cls.001489,0
NZ_LT906481.1_505,GCF_900187235.1,WP_231837786_1,282,1-282,282,cog.001190,cls.001489,0
NC_010545.1_1420,GCF_000069945.1,WP_012360697_1,92,1-92,92,cog.001191,cls.001496,0
NC_020230.1_1379,GCF_000338095.1,WP_012360697_1,92,1-92,92,cog.001191,cls.001496,0
NZ_CP065982.1_1112,GCF_016127095.1,WP_012360697_1,92,1-92,92,cog.001191,cls.001496,0
NZ_CP066064.1_1041,GCF_016127975.1,WP_012360697_1,92,1-92,92,cog.001191,cls.001496,0
NZ_CP066289.1_813,GCF_016403265.1,WP_012360697_1,92,1-92,92,cog.001191,cls.001496,0
NZ_CP063191.1_549,GCF_028609845.1,WP_112769030_1,92,1-92,92,cog.001191,cls.001496,0
NZ_CP136640.1_1463,GCF_032918165.1,WP_012360697_1,92,1-92,92,cog.001191,cls.001496,0
NZ_LT906481.1_857,GCF_900187235.1,WP_012360697_1,92,1-92,92,cog.001191,cls.001496,0
NC_010545.1_572,GCF_000069945.1,WP_012359831_1,212,1-212,212,cog.001192,cls.001510,0
NC_020230.1_552,GCF_000338095.1,WP_012359831_1,212,1-212,212,cog.001192,cls.001510,0
NZ_CP065982.1_271,GCF_016127095.1,WP_012359831_1,212,1-212,212,cog.001192,cls.001510,0
NZ_CP066064.1_1893,GCF_016127975.1,WP_012359831_1,212,1-212,212,cog.001192,cls.001510,0
NZ_CP066289.1_1675,GCF_016403265.1,WP_012359831_1,212,1-212,212,cog.001192,cls.001510,0
NZ_CP063191.1_1462,GCF_028609845.1,WP_112769845_1,224,1-224,224,cog.001192,cls.001510,0
NZ_CP136640.1_523,GCF_032918165.1,WP_012359831_1,212,1-212,212,cog.001192,cls.001510,0
NZ_LT906481.1_4,GCF_900187235.1,WP_012359831_1,212,1-212,212,cog.001192,cls.001510,0
NC_010545.1_1519,GCF_000069945.1,WP_041628618_1,284,1-284,284,cog.001193,cls.001512,0
NC_020230.1_1477,GCF_000338095.1,WP_041628618_1,284,1-284,284,cog.001193,cls.001512,0
NZ_CP065982.1_1211,GCF_016127095.1,WP_041628618_1,284,1-284,284,cog.001193,cls.001512,0
NZ_CP066064.1_942,GCF_016127975.1,WP_041628618_1,284,1-284,284,cog.001193,cls.001512,0
NZ_CP066289.1_712,GCF_016403265.1,WP_041628618_1,284,1-284,284,cog.001193,cls.001512,0
NZ_CP063191.1_396,GCF_028609845.1,WP_112769231_1,291,1-291,291,cog.001193,cls.001512,0
NZ_CP136640.1_1583,GCF_032918165.1,WP_041628618_1,284,1-284,284,cog.001193,cls.001512,0
NZ_LT906481.1_957,GCF_900187235.1,WP_041628618_1,284,1-284,284,cog.001193,cls.001512,0
NC_010545.1_356,GCF_000069945.1,WP_012359611_1,122,1-122,122,cog.001194,cls.001513,0
NC_020230.1_346,GCF_000338095.1,WP_012359611_1,122,1-122,122,cog.001194,cls.001513,0
NZ_CP065982.1_65,GCF_016127095.1,WP_012359611_1,122,1-122,122,cog.001194,cls.001513,0
NZ_CP066064.1_137,GCF_016127975.1,WP_012359611_1,122,1-122,122,cog.001194,cls.001513,0
NZ_CP066289.1_1894,GCF_016403265.1,WP_012359611_1,122,1-122,122,cog.001194,cls.001513,0
NZ_CP063191.1_1674,GCF_028609845.1,WP_112769113_1,122,1-122,122,cog.001194,cls.001513,0
NZ_CP136640.1_319,GCF_032918165.1,WP_012359611_1,122,1-122,122,cog.001194,cls.001513,0
NZ_LT906481.1_1757,GCF_900187235.1,WP_012359611_1,122,1-122,122,cog.001194,cls.001513,0
NC_010545.1_1342,GCF_000069945.1,WP_012360615_1,88,1-88,88,cog.001195,cls.001514,0
NC_020230.1_1330,GCF_000338095.1,WP_012360615_1,88,1-88,88,cog.001195,cls.001514,0
NZ_CP065982.1_1062,GCF_016127095.1,WP_012360615_1,88,1-88,88,cog.001195,cls.001514,0
NZ_CP066064.1_1119,GCF_016127975.1,WP_012360615_1,88,1-88,88,cog.001195,cls.001514,0
NZ_CP066289.1_895,GCF_016403265.1,WP_012360615_1,88,1-88,88,cog.001195,cls.001514,0
NZ_CP063191.1_610,GCF_028609845.1,WP_112768906_1,102,1-102,102,cog.001195,cls.001514,0
NZ_CP136640.1_1376,GCF_032918165.1,WP_012360615_1,88,1-88,88,cog.001195,cls.001514,0
NZ_LT906481.1_778,GCF_900187235.1,WP_012360615_1,88,1-88,88,cog.001195,cls.001514,0
NC_010545.1_1961,GCF_000069945.1,WP_012361251_1,45,1-45,45,cog.001196,cls.001516,0
NC_020230.1_1898,GCF_000338095.1,WP_012361251_1,45,1-45,45,cog.001196,cls.001516,0
NZ_CP065982.1_1808,GCF_016127095.1,WP_012361251_1,45,1-45,45,cog.001196,cls.001516,0
NZ_CP066064.1_493,GCF_016127975.1,WP_012361251_1,45,1-45,45,cog.001196,cls.001516,0
NZ_CP066289.1_281,GCF_016403265.1,WP_012361251_1,45,1-45,45,cog.001196,cls.001516,0
NZ_CP063191.1_1981,GCF_028609845.1,WP_112769001_1,47,1-47,47,cog.001196,cls.001516,0
NZ_CP136640.1_1977,GCF_032918165.1,WP_012361251_1,45,1-45,45,cog.001196,cls.001516,0
NZ_LT906481.1_1400,GCF_900187235.1,WP_012361251_1,45,1-45,45,cog.001196,cls.001516,0
NC_010545.1_1526,GCF_000069945.1,WP_012360804_1,63,1-63,63,cog.001197,cls.001518,0
NC_020230.1_1484,GCF_000338095.1,WP_012360804_1,63,1-63,63,cog.001197,cls.001518,0
NZ_CP065982.1_1218,GCF_016127095.1,WP_012360804_1,63,1-63,63,cog.001197,cls.001518,0
NZ_CP066064.1_935,GCF_016127975.1,WP_012360804_1,63,1-63,63,cog.001197,cls.001518,0
NZ_CP066289.1_705,GCF_016403265.1,WP_012360804_1,63,1-63,63,cog.001197,cls.001518,0
NZ_CP063191.1_389,GCF_028609845.1,WP_112769247_1,77,1-77,77,cog.001197,cls.001518,0
NZ_CP136640.1_1590,GCF_032918165.1,WP_012360804_1,63,1-63,63,cog.001197,cls.001518,0
NZ_LT906481.1_964,GCF_900187235.1,WP_012360804_1,63,1-63,63,cog.001197,cls.001518,0
NC_010545.1_1049,GCF_000069945.1,WP_012360316_1,344,1-344,344,cog.001198,cls.001531,0
NC_020230.1_1036,GCF_000338095.1,WP_012360316_1,344,1-344,344,cog.001198,cls.001531,0
NZ_CP065982.1_764,GCF_016127095.1,WP_012360316_1,344,1-344,344,cog.001198,cls.001531,0
NZ_CP066064.1_1413,GCF_016127975.1,WP_012360316_1,344,1-344,344,cog.001198,cls.001531,0
NZ_CP066289.1_1196,GCF_016403265.1,WP_012360316_1,344,1-344,344,cog.001198,cls.001531,0
NZ_CP063191.1_1925,GCF_028609845.1,WP_112770334_1,384,1-384,384,cog.001198,cls.001531,0
NZ_CP136640.1_1060,GCF_032918165.1,WP_012360316_1,344,1-344,344,cog.001198,cls.001531,0
NZ_LT906481.1_485,GCF_900187235.1,WP_012360316_1,344,1-344,344,cog.001198,cls.001531,0
NC_010545.1_52,GCF_000069945.1,WP_012359319_1,228,1-228,228,cog.001199,cls.001532,0
NC_020230.1_52,GCF_000338095.1,WP_012359319_1,228,1-228,228,cog.001199,cls.001532,0
NZ_CP065982.1_1862,GCF_016127095.1,WP_012359319_1,228,1-228,228,cog.001199,cls.001532,0
NZ_CP066064.1_442,GCF_016127975.1,WP_012359319_1,228,1-228,228,cog.001199,cls.001532,0
NZ_CP066289.1_225,GCF_016403265.1,WP_012359319_1,228,1-228,228,cog.001199,cls.001532,0
NZ_CP063191.1_28,GCF_028609845.1,WP_112769591_1,229,1-229,229,cog.001199,cls.001532,0
NZ_CP136640.1_38,GCF_032918165.1,WP_012359319_1,228,1-228,228,cog.001199,cls.001532,0
NZ_LT906481.1_1452,GCF_900187235.1,WP_012359319_1,228,1-228,228,cog.001199,cls.001532,0
NC_010545.1_795,GCF_000069945.1,WP_012360058_1,113,1-113,113,cog.001200,cls.001536,0
NC_020230.1_784,GCF_000338095.1,WP_012360058_1,113,1-113,113,cog.001200,cls.001536,0
NZ_CP065982.1_509,GCF_016127095.1,WP_012360058_1,113,1-113,113,cog.001200,cls.001536,0
NZ_CP066064.1_1669,GCF_016127975.1,WP_012360058_1,113,1-113,113,cog.001200,cls.001536,0
NZ_CP066289.1_1451,GCF_016403265.1,WP_012360058_1,113,1-113,113,cog.001200,cls.001536,0
NZ_CP063191.1_1154,GCF_028609845.1,WP_112769054_1,113,1-113,113,cog.001200,cls.001536,0
NZ_CP136640.1_809,GCF_032918165.1,WP_012360058_1,113,1-113,113,cog.001200,cls.001536,0
NZ_LT906481.1_229,GCF_900187235.1,WP_012360058_1,113,1-113,113,cog.001200,cls.001536,0
NC_010545.1_1105,GCF_000069945.1,WP_012360375_1,244,1-244,244,cog.001201,cls.001540,0
NC_020230.1_1094,GCF_000338095.1,WP_012360375_1,244,1-244,244,cog.001201,cls.001540,0
NZ_CP065982.1_822,GCF_016127095.1,WP_012360375_1,244,1-244,244,cog.001201,cls.001540,0
NZ_CP066064.1_1355,GCF_016127975.1,WP_012360375_1,244,1-244,244,cog.001201,cls.001540,0
NZ_CP066289.1_1138,GCF_016403265.1,WP_012360375_1,244,1-244,244,cog.001201,cls.001540,0
NZ_CP063191.1_828,GCF_028609845.1,WP_112769493_1,256,1-256,256,cog.001201,cls.001540,0
NZ_CP136640.1_1119,GCF_032918165.1,WP_012360375_1,244,1-244,244,cog.001201,cls.001540,0
NZ_LT906481.1_543,GCF_900187235.1,WP_012360375_1,244,1-244,244,cog.001201,cls.001540,0
NC_010545.1_1343,GCF_000069945.1,WP_012360616_1,100,1-100,100,cog.001202,cls.001542,0
NC_020230.1_1331,GCF_000338095.1,WP_012360616_1,100,1-100,100,cog.001202,cls.001542,0
NZ_CP065982.1_1063,GCF_016127095.1,WP_012360616_1,100,1-100,100,cog.001202,cls.001542,0
NZ_CP066064.1_1118,GCF_016127975.1,WP_012360616_1,100,1-100,100,cog.001202,cls.001542,0
NZ_CP066289.1_894,GCF_016403265.1,WP_012360616_1,100,1-100,100,cog.001202,cls.001542,0
NZ_CP063191.1_609,GCF_028609845.1,WP_112768905_1,100,1-100,100,cog.001202,cls.001542,0
NZ_CP136640.1_1377,GCF_032918165.1,WP_012360616_1,100,1-100,100,cog.001202,cls.001542,0
NZ_LT906481.1_779,GCF_900187235.1,WP_012360616_1,100,1-100,100,cog.001202,cls.001542,0
NC_010545.1_350,GCF_000069945.1,WP_012359605_1,61,1-61,61,cog.001203,cls.001543,0
NC_020230.1_340,GCF_000338095.1,WP_012359605_1,61,1-61,61,cog.001203,cls.001543,0
NZ_CP065982.1_59,GCF_016127095.1,WP_012359605_1,61,1-61,61,cog.001203,cls.001543,0
NZ_CP066064.1_143,GCF_016127975.1,WP_012359605_1,61,1-61,61,cog.001203,cls.001543,0
NZ_CP066289.1_1900,GCF_016403265.1,WP_012359605_1,61,1-61,61,cog.001203,cls.001543,0
NZ_CP063191.1_1681,GCF_028609845.1,WP_112769108_1,61,1-61,61,cog.001203,cls.001543,0
NZ_CP136640.1_313,GCF_032918165.1,WP_012359605_1,61,1-61,61,cog.001203,cls.001543,0
NZ_LT906481.1_1751,GCF_900187235.1,WP_012359605_1,61,1-61,61,cog.001203,cls.001543,0
NC_010545.1_994,GCF_000069945.1,WP_012360260_1,134,1-134,134,cog.001204,cls.001544,0
NC_020230.1_982,GCF_000338095.1,WP_012360260_1,134,1-134,134,cog.001204,cls.001544,0
NZ_CP065982.1_709,GCF_016127095.1,WP_012360260_1,134,1-134,134,cog.001204,cls.001544,0
NZ_CP066064.1_1469,GCF_016127975.1,WP_012360260_1,134,1-134,134,cog.001204,cls.001544,0
NZ_CP066289.1_1251,GCF_016403265.1,WP_012360260_1,134,1-134,134,cog.001204,cls.001544,0
NZ_CP063191.1_942,GCF_028609845.1,WP_112769929_1,136,1-136,136,cog.001204,cls.001544,0
NZ_CP136640.1_1005,GCF_032918165.1,WP_012360260_1,134,1-134,134,cog.001204,cls.001544,0
NZ_LT906481.1_429,GCF_900187235.1,WP_012360260_1,134,1-134,134,cog.001204,cls.001544,0
NC_010545.1_1927,GCF_000069945.1,WP_012361217_1,154,1-154,154,cog.001205,cls.001549,0
NC_020230.1_1861,GCF_000338095.1,WP_012361217_1,154,1-154,154,cog.001205,cls.001549,0
NZ_CP065982.1_1773,GCF_016127095.1,WP_012361217_1,154,1-154,154,cog.001205,cls.001549,0
NZ_CP066064.1_527,GCF_016127975.1,WP_012361217_1,154,1-154,154,cog.001205,cls.001549,0
NZ_CP066289.1_317,GCF_016403265.1,WP_012361217_1,154,1-154,154,cog.001205,cls.001549,0
NZ_CP063191.1_1952,GCF_028609845.1,WP_112769355_1,151,1-151,151,cog.001205,cls.001549,0
NZ_CP136640.1_1943,GCF_032918165.1,WP_012361217_1,154,1-154,154,cog.001205,cls.001549,0
NZ_LT906481.1_1366,GCF_900187235.1,WP_012361217_1,154,1-154,154,cog.001205,cls.001549,0
NC_010545.1_1652,GCF_000069945.1,WP_012360938_1,200,1-200,200,cog.001206,cls.001551,0
NC_020230.1_1605,GCF_000338095.1,WP_012360938_1,200,1-200,200,cog.001206,cls.001551,0
NZ_CP065982.1_1356,GCF_016127095.1,WP_012360938_1,200,1-200,200,cog.001206,cls.001551,0
NZ_CP066064.1_798,GCF_016127975.1,WP_012360938_1,200,1-200,200,cog.001206,cls.001551,0
NZ_CP066289.1_565,GCF_016403265.1,WP_012360938_1,200,1-200,200,cog.001206,cls.001551,0
NZ_CP063191.1_282,GCF_028609845.1,WP_112768540_1,195,1-195,195,cog.001206,cls.001551,0
NZ_CP136640.1_1695,GCF_032918165.1,WP_012360938_1,200,1-200,200,cog.001206,cls.001551,0
NZ_LT906481.1_1095,GCF_900187235.1,WP_012360938_1,200,1-200,200,cog.001206,cls.001551,0
NC_010545.1_318,GCF_000069945.1,WP_012359580_1,120,1-120,120,cog.001207,cls.001553,0
NC_020230.1_308,GCF_000338095.1,WP_012359580_1,120,1-120,120,cog.001207,cls.001553,0
NZ_CP065982.1_27,GCF_016127095.1,WP_012359580_1,120,1-120,120,cog.001207,cls.001553,0
NZ_CP066064.1_175,GCF_016127975.1,WP_012359580_1,120,1-120,120,cog.001207,cls.001553,0
NZ_CP066289.1_1932,GCF_016403265.1,WP_012359580_1,120,1-120,120,cog.001207,cls.001553,0
NZ_CP063191.1_1711,GCF_028609845.1,WP_112768818_1,120,1-120,120,cog.001207,cls.001553,0
NZ_CP136640.1_285,GCF_032918165.1,WP_012359580_1,120,1-120,120,cog.001207,cls.001553,0
NZ_LT906481.1_1719,GCF_900187235.1,WP_012359580_1,120,1-120,120,cog.001207,cls.001553,0
NC_010545.1_533,GCF_000069945.1,WP_012359791_1,82,1-82,82,cog.001208,cls.001556,0
NC_020230.1_516,GCF_000338095.1,WP_012359791_1,82,1-82,82,cog.001208,cls.001556,0
NZ_CP065982.1_235,GCF_016127095.1,WP_012359791_1,82,1-82,82,cog.001208,cls.001556,0
NZ_CP066064.1_1932,GCF_016127975.1,WP_012359791_1,82,1-82,82,cog.001208,cls.001556,0
NZ_CP066289.1_1714,GCF_016403265.1,WP_012359791_1,82,1-82,82,cog.001208,cls.001556,0
NZ_CP063191.1_1509,GCF_028609845.1,WP_112769526_1,82,1-82,82,cog.001208,cls.001556,0
NZ_CP136640.1_487,GCF_032918165.1,WP_012359791_1,82,1-82,82,cog.001208,cls.001556,0
NZ_LT906481.1_1936,GCF_900187235.1,WP_012359791_1,82,1-82,82,cog.001208,cls.001556,0
NC_010545.1_1653,GCF_000069945.1,WP_187289720_1,417,1-417,417,cog.001209,cls.001559,0
NC_020230.1_1606,GCF_000338095.1,WP_187289720_1,417,1-417,417,cog.001209,cls.001559,0
NZ_CP065982.1_1357,GCF_016127095.1,WP_187289720_1,417,1-417,417,cog.001209,cls.001559,0
NZ_CP066064.1_797,GCF_016127975.1,WP_187289720_1,417,1-417,417,cog.001209,cls.001559,0
NZ_CP066289.1_564,GCF_016403265.1,WP_187289720_1,417,1-417,417,cog.001209,cls.001559,0
NZ_CP063191.1_281,GCF_028609845.1,WP_273661198_1,348,1-348,348,cog.001209,cls.001559,0
NZ_CP136640.1_1696,GCF_032918165.1,WP_187289720_1,417,1-417,417,cog.001209,cls.001559,0
NZ_LT906481.1_1096,GCF_900187235.1,WP_187289720_1,417,1-417,417,cog.001209,cls.001559,0
NC_010545.1_285,GCF_000069945.1,WP_012359548_1,147,1-147,147,cog.001210,cls.001569,0
NC_020230.1_275,GCF_000338095.1,WP_012359548_1,147,1-147,147,cog.001210,cls.001569,0
NZ_CP065982.1_1930,GCF_016127095.1,WP_012359548_1,147,1-147,147,cog.001210,cls.001569,0
NZ_CP066064.1_207,GCF_016127975.1,WP_012359548_1,147,1-147,147,cog.001210,cls.001569,0
NZ_CP066289.1_1961,GCF_016403265.1,WP_012359548_1,147,1-147,147,cog.001210,cls.001569,0
NZ_CP063191.1_1729,GCF_028609845.1,WP_112768801_1,148,1-148,148,cog.001210,cls.001569,0
NZ_CP136640.1_253,GCF_032918165.1,WP_012359548_1,147,1-147,147,cog.001210,cls.001569,0
NZ_LT906481.1_1687,GCF_900187235.1,WP_012359548_1,147,1-147,147,cog.001210,cls.001569,0
NC_010545.1_535,GCF_000069945.1,WP_012359793_1,54,1-54,54,cog.001211,cls.001573,0
NC_020230.1_518,GCF_000338095.1,WP_012359793_1,54,1-54,54,cog.001211,cls.001573,0
NZ_CP065982.1_237,GCF_016127095.1,WP_012359793_1,54,1-54,54,cog.001211,cls.001573,0
NZ_CP066064.1_1930,GCF_016127975.1,WP_012359793_1,54,1-54,54,cog.001211,cls.001573,0
NZ_CP066289.1_1712,GCF_016403265.1,WP_012359793_1,54,1-54,54,cog.001211,cls.001573,0
NZ_CP063191.1_1507,GCF_028609845.1,WP_010187624_1,54,1-54,54,cog.001211,cls.001573,0
NZ_CP136640.1_489,GCF_032918165.1,WP_012359793_1,54,1-54,54,cog.001211,cls.001573,0
NZ_LT906481.1_1938,GCF_900187235.1,WP_012359793_1,54,1-54,54,cog.001211,cls.001573,0
NC_010545.1_1044,GCF_000069945.1,WP_012360311_1,476,1-476,476,cog.001212,cls.001579,0
NC_020230.1_1031,GCF_000338095.1,WP_012360311_1,476,1-476,476,cog.001212,cls.001579,0
NZ_CP065982.1_759,GCF_016127095.1,WP_012360311_1,476,1-476,476,cog.001212,cls.001579,0
NZ_CP066064.1_1418,GCF_016127975.1,WP_012360311_1,476,1-476,476,cog.001212,cls.001579,0
NZ_CP066289.1_1201,GCF_016403265.1,WP_012360311_1,476,1-476,476,cog.001212,cls.001579,0
NZ_CP063191.1_882,GCF_028609845.1,WP_112769893_1,475,1-475,475,cog.001212,cls.001579,0
NZ_CP136640.1_1055,GCF_032918165.1,WP_012360311_1,476,1-476,476,cog.001212,cls.001579,0
NZ_LT906481.1_480,GCF_900187235.1,WP_012360311_1,476,1-476,476,cog.001212,cls.001579,0
NC_010545.1_1921,GCF_000069945.1,WP_012361210_1,205,1-205,205,cog.001213,cls.001582,0
NC_020230.1_1855,GCF_000338095.1,WP_012361210_1,205,1-205,205,cog.001213,cls.001582,0
NZ_CP065982.1_1767,GCF_016127095.1,WP_012361210_1,205,1-205,205,cog.001213,cls.001582,0
NZ_CP066064.1_533,GCF_016127975.1,WP_012361210_1,205,1-205,205,cog.001213,cls.001582,0
NZ_CP066289.1_323,GCF_016403265.1,WP_012361210_1,205,1-205,205,cog.001213,cls.001582,0
NZ_CP063191.1_1946,GCF_028609845.1,WP_112769352_1,202,1-202,202,cog.001213,cls.001582,0
NZ_CP136640.1_1937,GCF_032918165.1,WP_012361210_1,205,1-205,205,cog.001213,cls.001582,0
NZ_LT906481.1_1360,GCF_900187235.1,WP_012361210_1,205,1-205,205,cog.001213,cls.001582,0
NC_010545.1_347,GCF_000069945.1,WP_012359602_1,178,1-178,178,cog.001214,cls.001586,0
NC_020230.1_337,GCF_000338095.1,WP_012359602_1,178,1-178,178,cog.001214,cls.001586,0
NZ_CP065982.1_56,GCF_016127095.1,WP_012359602_1,178,1-178,178,cog.001214,cls.001586,0
NZ_CP066064.1_146,GCF_016127975.1,WP_012359602_1,178,1-178,178,cog.001214,cls.001586,0
NZ_CP066289.1_1903,GCF_016403265.1,WP_012359602_1,178,1-178,178,cog.001214,cls.001586,0
NZ_CP063191.1_1684,GCF_028609845.1,WP_112769105_1,178,1-178,178,cog.001214,cls.001586,0
NZ_CP136640.1_310,GCF_032918165.1,WP_012359602_1,178,1-178,178,cog.001214,cls.001586,0
NZ_LT906481.1_1748,GCF_900187235.1,WP_012359602_1,178,1-178,178,cog.001214,cls.001586,0
NC_010545.1_537,GCF_000069945.1,WP_012359795_1,89,1-89,89,cog.001215,cls.001589,0
NC_020230.1_520,GCF_000338095.1,WP_012359795_1,89,1-89,89,cog.001215,cls.001589,0
NZ_CP065982.1_239,GCF_016127095.1,WP_012359795_1,89,1-89,89,cog.001215,cls.001589,0
NZ_CP066064.1_1928,GCF_016127975.1,WP_012359795_1,89,1-89,89,cog.001215,cls.001589,0
NZ_CP066289.1_1710,GCF_016403265.1,WP_012359795_1,89,1-89,89,cog.001215,cls.001589,0
NZ_CP063191.1_1505,GCF_028609845.1,WP_112769529_1,87,1-87,87,cog.001215,cls.001589,0
NZ_CP136640.1_491,GCF_032918165.1,WP_012359795_1,89,1-89,89,cog.001215,cls.001589,0
NZ_LT906481.1_1940,GCF_900187235.1,WP_012359795_1,89,1-89,89,cog.001215,cls.001589,0
NC_010545.1_203,GCF_000069945.1,WP_012359469_1,249,1-249,249,cog.001216,cls.001595,0
NC_020230.1_207,GCF_000338095.1,WP_012359469_1,249,1-249,249,cog.001216,cls.001595,0
NZ_CP065982.1_1611,GCF_016127095.1,WP_012359469_1,249,1-249,249,cog.001216,cls.001595,0
NZ_CP066064.1_291,GCF_016127975.1,WP_012359469_1,249,1-249,249,cog.001216,cls.001595,0
